age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,previous,poutcome,deposit,job_was_unknown,education_was_unknown,contact_was_unknown,poutcome_was_unknown,was_previously_contacted,effective_pdays,balance_per_contact,duration_per_contact,has_any_loan,month_num,quarter,age_group,balance_band,campaign_band,age_minmax,balance_minmax,day_minmax,duration_minmax,campaign_minmax,previous_minmax,balance_per_contact_minmax,duration_per_contact_minmax
50.0,admin.,married,secondary,no,4855,no,no,cellular,5,720,2,0,missing,yes,0,0,0,1,0,,2427.5,360.0,0,8,q3,36-50,very_high,2_to_3,0.4155844155844156,0.11688123036696747,0.13333333333333333,0.1464009760065067,0.016129032258064516,0.0,0.08510745682456365,0.07320048800325335
51.0,admin.,married,secondary,no,227,no,no,cellular,5,231,1,0,missing,no,0,0,0,1,0,,227.0,231.0,0,8,q3,51-65,medium,1_contact,0.42857142857142855,0.07486427105841338,0.13333333333333333,0.0469703131354209,0.0,0.0,0.06491456677739645,0.0469703131354209
53.0,management,divorced,secondary,no,519,yes,no,cellular,5,126,1,0,missing,no,0,0,0,1,0,,519.0,126.0,1,8,q3,51-65,high,1_contact,0.45454545454545453,0.07751529787736278,0.13333333333333333,0.025620170801138674,0.0,0.0,0.06759410501587534,0.025620170801138674
55.0,retired,married,primary,no,4424,no,no,cellular,5,67,4,0,missing,no,0,0,0,1,0,,1106.0,16.75,0,8,q3,51-65,very_high,4_to_6,0.4805194805194805,0.11296824215132642,0.13333333333333333,0.013623424156161041,0.04838709677419355,0.0,0.07298071099528328,0.0034058560390402602
58.0,retired,married,secondary,no,571,no,no,cellular,5,54,3,0,missing,no,0,0,0,1,0,,190.33333333333334,18.0,0,8,q3,51-65,high,2_to_3,0.5194805194805194,0.07798739854375102,0.13333333333333333,0.010980073200488003,0.03225806451612903,0.0,0.0645780950807838,0.0036600244001626678
60.0,admin.,married,secondary,no,0,no,no,cellular,5,202,1,0,missing,no,0,0,0,1,0,,0.0,202.0,0,8,q3,51-65,low,1_contact,0.5454545454545454,0.07280337007244929,0.13333333333333333,0.04107360715738105,0.0,0.0,0.0628315010920036,0.04107360715738105
41.0,technician,single,secondary,no,40,no,no,cellular,5,149,2,0,missing,no,0,0,0,1,0,,20.0,74.5,0,8,q3,36-50,low,2_to_3,0.2987012987012987,0.07316652443120948,0.13333333333333333,0.03029686864579097,0.016129032258064516,0.0,0.06301503110833777,0.015148434322895485
32.0,management,single,tertiary,no,710,no,no,cellular,5,683,2,0,missing,no,0,0,0,1,0,,355.0,341.5,0,8,q3,26-35,high,2_to_3,0.18181818181818182,0.07924935994044269,0.13333333333333333,0.13887759251728346,0.016129032258064516,0.0,0.06608915888193514,0.06943879625864173
32.0,technician,single,tertiary,no,127,no,no,cellular,5,168,3,0,missing,no,0,0,0,1,0,,42.333333333333336,56.0,0,8,q3,26-35,medium,2_to_3,0.18181818181818182,0.0739563851615129,0.13333333333333333,0.03416022773485156,0.03225806451612903,0.0,0.06321997295991093,0.011386742578283855
43.0,technician,married,tertiary,no,192,no,no,cellular,5,203,2,0,missing,no,0,0,0,1,0,,96.0,101.5,0,8,q3,36-50,medium,2_to_3,0.3246753246753247,0.07454651099449822,0.13333333333333333,0.041276941846278975,0.016129032258064516,0.0,0.06371244517040763,0.020638470923139488
43.0,services,married,secondary,no,2126,no,no,cellular,5,92,2,0,missing,no,0,0,0,1,0,,1063.0,46.0,0,8,q3,36-50,very_high,2_to_3,0.3246753246753247,0.09210502424055345,0.13333333333333333,0.01870679137860919,0.016129032258064516,0.0,0.07258612146016481,0.009353395689304595
53.0,technician,married,secondary,no,879,no,no,cellular,5,176,1,0,missing,no,0,0,0,1,0,,879.0,176.0,0,8,q3,51-65,high,1_contact,0.45454545454545453,0.0807836871062045,0.13333333333333333,0.03578690524603497,0.0,0.0,0.07089764530989043,0.03578690524603497
50.0,admin.,married,secondary,no,350,no,no,cellular,5,66,2,0,missing,no,0,0,0,1,0,,175.0,33.0,0,8,q3,36-50,medium,2_to_3,0.4155844155844156,0.07598097071160097,0.13333333333333333,0.013420089467263115,0.016129032258064516,0.0,0.0644373887349276,0.0067100447336315575
49.0,technician,single,secondary,no,1377,no,no,cellular,5,935,1,0,missing,yes,0,0,0,1,0,,1377.0,935.0,0,8,q3,36-50,high,1_contact,0.4025974025974026,0.08530495887276887,0.13333333333333333,0.1901179341195608,0.0,0.0,0.0754675427166113,0.1901179341195608
37.0,services,married,secondary,no,1573,no,no,cellular,5,165,1,0,missing,no,0,0,0,1,0,,1573.0,165.0,0,8,q3,36-50,very_high,1_contact,0.24675324675324675,0.08708441523069381,0.13333333333333333,0.03355022366815779,0.0,0.0,0.07726613687668618,0.03355022366815779
33.0,management,divorced,tertiary,no,2885,no,no,cellular,5,1051,2,0,missing,yes,0,0,0,1,0,,1442.5,525.5,0,8,q3,26-35,very_high,2_to_3,0.19480519480519481,0.09899587819802808,0.13333333333333333,0.2137047580317202,0.016129032258064516,0.0,0.07606860352010571,0.1068523790158601
32.0,technician,married,secondary,no,524,no,no,cellular,5,493,1,0,missing,no,0,0,0,1,0,,524.0,493.0,0,8,q3,26-35,high,1_contact,0.18181818181818182,0.07756069217220779,0.13333333333333333,0.10024400162667751,0.0,0.0,0.0676399875199589,0.10024400162667751
48.0,management,married,tertiary,yes,-4,no,no,cellular,5,97,1,0,missing,no,0,0,0,1,0,,-4.0,97.0,0,8,q3,36-50,low,1_contact,0.38961038961038963,0.07276705463657328,0.13333333333333333,0.01972346482309882,0.0,0.0,0.06279479508873677,0.01972346482309882
55.0,blue-collar,married,primary,no,512,no,no,cellular,5,1200,2,0,missing,yes,0,0,0,1,0,,256.0,600.0,0,8,q3,51-65,high,2_to_3,0.4805194805194805,0.07745174586457974,0.13333333333333333,0.24400162667751119,0.016129032258064516,0.0,0.065180685301081,0.12200081333875559
38.0,admin.,married,tertiary,no,1980,no,no,cellular,5,176,2,0,missing,no,0,0,0,1,0,,990.0,88.0,0,8,q3,36-50,very_high,2_to_3,0.2597402597402597,0.09077951083107876,0.13333333333333333,0.03578690524603497,0.016129032258064516,0.0,0.07191623690054508,0.017893452623017485
42.0,technician,married,tertiary,no,921,no,no,cellular,5,531,3,0,missing,yes,0,0,0,1,0,,307.0,177.0,0,8,q3,36-50,high,2_to_3,0.3116883116883117,0.0811649991829027,0.13333333333333333,0.10797071980479869,0.03225806451612903,0.0,0.06564868684273313,0.0359902399349329
47.0,housemaid,married,primary,no,32,no,no,cellular,5,231,2,0,missing,no,0,0,0,1,0,,16.0,115.5,0,8,q3,36-50,low,2_to_3,0.37662337662337664,0.07309389355945745,0.13333333333333333,0.0469703131354209,0.016129032258064516,0.0,0.06297832510507094,0.02348515656771045
44.0,management,married,tertiary,no,7485,no,no,cellular,5,187,2,0,missing,no,0,0,0,1,0,,3742.5,93.5,0,8,q3,36-50,very_high,2_to_3,0.33766233766233766,0.14075862945545004,0.13333333333333333,0.03802358682391216,0.016129032258064516,0.0,0.09717455539853544,0.01901179341195608
51.0,blue-collar,married,secondary,no,717,no,no,cellular,5,141,2,0,missing,no,0,0,0,1,0,,358.5,70.5,0,8,q3,51-65,high,2_to_3,0.42857142857142855,0.07931291195322572,0.13333333333333333,0.028670191134607562,0.016129032258064516,0.0,0.06612127663479363,0.014335095567303781
46.0,services,married,primary,no,13118,no,no,cellular,5,414,2,0,missing,no,0,0,0,1,0,,6559.0,207.0,0,8,q3,36-50,very_high,2_to_3,0.36363636363636365,0.19189984202785393,0.13333333333333333,0.08418056120374136,0.016129032258064516,0.0,0.12302016994879512,0.04209028060187068
60.0,retired,married,secondary,no,0,no,no,cellular,5,143,3,0,missing,no,0,0,0,1,0,,0.0,47.666666666666664,0,8,q3,51-65,low,2_to_3,0.5454545454545454,0.07280337007244929,0.13333333333333333,0.029076860512403414,0.03225806451612903,0.0,0.0628315010920036,0.009692286837467805
46.0,admin.,married,secondary,no,664,no,no,cellular,5,295,2,0,missing,no,0,0,0,1,0,,332.0,147.5,0,8,q3,36-50,high,2_to_3,0.36363636363636365,0.07883173242786846,0.13333333333333333,0.05998373322488817,0.016129032258064516,0.0,0.06587809936315084,0.029991866612444084
58.0,management,married,tertiary,no,14922,no,no,cellular,5,68,2,0,missing,no,0,0,0,1,0,,7461.0,34.0,0,8,q3,51-65,very_high,2_to_3,0.5194805194805194,0.20827810360793855,0.13333333333333333,0.013826758845058967,0.016129032258064516,0.0,0.13129737368546626,0.0069133794225294835
59.0,housemaid,married,secondary,no,1040,no,no,cellular,5,123,2,0,missing,no,0,0,0,1,0,,520.0,61.5,0,8,q3,51-65,high,2_to_3,0.5324675324675324,0.08224538340021426,0.13333333333333333,0.025010166734444898,0.016129032258064516,0.0,0.06760328151669205,0.012505083367222449
52.0,services,married,secondary,no,1000,no,no,cellular,5,766,2,0,missing,yes,0,0,0,1,0,,500.0,383.0,0,8,q3,51-65,high,2_to_3,0.44155844155844154,0.08188222904145406,0.13333333333333333,0.1557543716958113,0.016129032258064516,0.0,0.06741975150035788,0.07787718584790565
52.0,management,divorced,tertiary,no,64,no,no,cellular,5,27,3,0,missing,no,0,0,0,1,0,,21.333333333333332,9.0,0,8,q3,51-65,low,2_to_3,0.44155844155844154,0.0733844170464656,0.13333333333333333,0.005490036600244001,0.03225806451612903,0.0,0.06302726644276005,0.0018300122000813339
39.0,self-employed,single,tertiary,no,2169,no,no,cellular,5,229,2,0,missing,no,0,0,0,1,0,,1084.5,114.5,0,8,q3,36-50,very_high,2_to_3,0.2727272727272727,0.09249541517622065,0.13333333333333333,0.04656364375762505,0.016129032258064516,0.0,0.07278341622772404,0.023281821878812524
52.0,management,married,tertiary,no,547,no,no,cellular,5,112,2,0,missing,no,0,0,0,1,0,,273.5,56.0,0,8,q3,51-65,high,2_to_3,0.44155844155844154,0.07776950592849491,0.13333333333333333,0.02277348515656771,0.016129032258064516,0.0,0.06534127406537339,0.011386742578283855
50.0,blue-collar,married,primary,no,604,no,no,cellular,5,104,1,0,missing,no,0,0,0,1,0,,604.0,104.0,0,8,q3,36-50,high,1_contact,0.4155844155844156,0.07828700088972818,0.13333333333333333,0.0211468076453843,0.0,0.0,0.06837410758529558,0.0211468076453843
37.0,technician,married,secondary,no,0,no,no,cellular,5,409,1,0,missing,no,0,0,0,1,0,,0.0,409.0,0,8,q3,36-50,low,1_contact,0.24675324675324675,0.07280337007244929,0.13333333333333333,0.08316388775925172,0.0,0.0,0.0628315010920036,0.08316388775925172
38.0,technician,married,tertiary,no,202,no,no,cellular,5,1311,2,0,missing,yes,0,0,0,1,0,,101.0,655.5,0,8,q3,36-50,medium,2_to_3,0.2597402597402597,0.07463729958418826,0.13333333333333333,0.266571777145181,0.016129032258064516,0.0,0.06375832767449116,0.1332858885725905
59.0,retired,married,secondary,no,1035,yes,yes,cellular,5,223,1,0,missing,no,0,0,0,1,0,,1035.0,223.0,1,8,q3,51-65,high,1_contact,0.5324675324675324,0.08219998910536924,0.13333333333333333,0.045343635624237495,0.0,0.0,0.07232917943729697,0.045343635624237495
43.0,technician,divorced,secondary,no,-36,yes,no,cellular,5,292,1,0,missing,no,0,0,0,1,0,,-36.0,292.0,1,8,q3,36-50,low,1_contact,0.3246753246753247,0.07247653114956512,0.13333333333333333,0.05937372915819439,0.0,0.0,0.06250114706260208,0.05937372915819439
44.0,management,married,tertiary,no,1788,no,no,cellular,5,166,2,0,missing,no,0,0,0,1,0,,894.0,83.0,0,8,q3,36-50,very_high,2_to_3,0.33766233766233766,0.08903636990902983,0.13333333333333333,0.033753558357055714,0.016129032258064516,0.0,0.07103529282214106,0.016876779178527857
49.0,admin.,married,secondary,no,2254,no,no,cellular,5,77,1,0,missing,no,0,0,0,1,0,,2254.0,77.0,0,8,q3,36-50,very_high,1_contact,0.4025974025974026,0.09326711818858606,0.13333333333333333,0.0156567710451403,0.0,0.0,0.08351533393286471,0.0156567710451403
32.0,entrepreneur,married,tertiary,no,28,no,no,cellular,5,287,1,0,missing,no,0,0,0,1,0,,28.0,287.0,0,8,q3,26-35,low,1_contact,0.18181818181818182,0.07305757812358143,0.13333333333333333,0.05835705571370476,0.0,0.0,0.06308844311487144,0.05835705571370476
57.0,admin.,married,primary,no,286,no,no,cellular,5,100,3,0,missing,no,0,0,0,1,0,,95.33333333333333,33.333333333333336,0,8,q3,51-65,medium,2_to_3,0.5064935064935064,0.07539992373758465,0.13333333333333333,0.020333468889792598,0.03225806451612903,0.0,0.06370632750319648,0.0067778229632642
47.0,admin.,married,secondary,no,0,no,no,cellular,5,109,4,0,missing,no,0,0,0,1,0,,0.0,27.25,0,8,q3,36-50,low,4_to_6,0.37662337662337664,0.07280337007244929,0.13333333333333333,0.022163481089873933,0.04838709677419355,0.0,0.0628315010920036,0.005540870272468483
38.0,management,single,tertiary,no,155,yes,no,cellular,5,291,1,0,missing,no,0,0,0,1,0,,155.0,291.0,1,8,q3,36-50,medium,1_contact,0.2597402597402597,0.07421059321264503,0.13333333333333333,0.059170394469296464,0.0,0.0,0.06425385871859343,0.059170394469296464
44.0,management,single,secondary,no,421,no,yes,cellular,5,307,1,0,missing,no,0,0,0,1,0,,421.0,307.0,1,8,q3,36-50,medium,1_contact,0.33766233766233766,0.0766255696984003,0.13333333333333333,0.06242374949166328,0.0,0.0,0.0666948079358379,0.06242374949166328
42.0,technician,married,tertiary,no,3530,no,no,cellular,5,33,4,0,missing,no,0,0,0,1,0,,882.5,8.25,0,8,q3,36-50,very_high,4_to_6,0.3116883116883117,0.10485174223303616,0.13333333333333333,0.0067100447336315575,0.04838709677419355,0.0,0.07092976306274891,0.0016775111834078894
30.0,technician,married,secondary,no,66,no,yes,cellular,5,239,1,0,missing,no,0,0,0,1,0,,66.0,239.0,1,8,q3,26-35,low,1_contact,0.15584415584415584,0.07340257476440361,0.13333333333333333,0.04859699064660431,0.0,0.0,0.06343715014590637,0.04859699064660431
44.0,technician,married,secondary,no,2857,no,no,cellular,5,318,2,0,missing,no,0,0,0,1,0,,1428.5,159.0,0,8,q3,36-50,very_high,2_to_3,0.33766233766233766,0.09874167014689594,0.13333333333333333,0.06466043106954046,0.016129032258064516,0.0,0.07594013250867179,0.03233021553477023
56.0,retired,married,secondary,no,388,yes,no,cellular,5,80,1,0,missing,no,0,0,0,1,0,,388.0,80.0,1,8,q3,51-65,medium,1_contact,0.4935064935064935,0.07632596735242314,0.13333333333333333,0.016266775111834077,0.0,0.0,0.06639198340888652,0.016266775111834077
51.0,blue-collar,married,secondary,no,2918,no,no,cellular,5,193,2,0,missing,no,0,0,0,1,0,,1459.0,96.5,0,8,q3,51-65,very_high,2_to_3,0.42857142857142855,0.09929548054400524,0.13333333333333333,0.03924359495729972,0.016129032258064516,0.0,0.07622001578358141,0.01962179747864986
32.0,self-employed,married,secondary,no,67,no,no,cellular,5,153,1,0,missing,no,0,0,0,1,0,,67.0,153.0,0,8,q3,26-35,low,1_contact,0.18181818181818182,0.07341165362337261,0.13333333333333333,0.031110207401382674,0.0,0.0,0.06344632664672308,0.031110207401382674
37.0,technician,married,secondary,no,5953,no,no,cellular,5,1113,1,0,missing,no,0,0,0,1,0,,5953.0,1113.0,0,8,q3,36-50,very_high,1_contact,0.24675324675324675,0.1268498175149347,0.13333333333333333,0.22631150874339162,0.0,0.0,0.11745921045386973,0.22631150874339162
47.0,blue-collar,married,primary,no,699,no,no,cellular,5,203,1,0,missing,no,0,0,0,1,0,,699.0,203.0,0,8,q3,36-50,high,1_contact,0.37662337662337664,0.07914949249178363,0.13333333333333333,0.041276941846278975,0.0,0.0,0.06924587516288289,0.041276941846278975
60.0,retired,married,tertiary,no,1766,no,no,cellular,5,344,1,0,missing,no,0,0,0,1,0,,1766.0,344.0,0,8,q3,51-65,very_high,1_contact,0.5454545454545454,0.08883663501171173,0.13333333333333333,0.06994713298088653,0.0,0.0,0.07903720153431093,0.06994713298088653
45.0,services,married,primary,no,323,no,no,cellular,5,197,1,0,missing,no,0,0,0,1,0,,323.0,197.0,0,8,q3,36-50,medium,1_contact,0.35064935064935066,0.07573584151943784,0.13333333333333333,0.04005693371289142,0.0,0.0,0.06579551085580046,0.04005693371289142
53.0,blue-collar,married,secondary,no,1230,no,no,cellular,5,155,3,0,missing,no,0,1,0,1,0,,410.0,51.666666666666664,0,8,q3,51-65,high,2_to_3,0.45454545454545453,0.08397036660432516,0.13333333333333333,0.031516876779178526,0.03225806451612903,0.0,0.06659386642685411,0.010505625593059509
55.0,technician,married,tertiary,no,169,no,yes,cellular,5,618,2,0,missing,yes,0,0,0,1,0,,84.5,309.0,1,8,q3,51-65,medium,2_to_3,0.4805194805194805,0.0743376972382111,0.13333333333333333,0.12566083773891826,0.016129032258064516,0.0,0.06360691541101547,0.06283041886945913
45.0,services,married,secondary,no,0,no,no,cellular,5,196,2,0,missing,no,0,0,0,1,0,,0.0,98.0,0,8,q3,36-50,low,2_to_3,0.35064935064935066,0.07280337007244929,0.13333333333333333,0.03985359902399349,0.016129032258064516,0.0,0.0628315010920036,0.019926799511996746
37.0,technician,married,tertiary,no,3726,no,no,cellular,5,875,2,0,missing,yes,0,0,0,1,0,,1863.0,437.5,0,8,q3,36-50,very_high,2_to_3,0.24675324675324675,0.10663119859096108,0.13333333333333333,0.17791785278568523,0.016129032258064516,0.0,0.07992732211353167,0.08895892639284261
60.0,management,married,tertiary,no,3876,no,yes,cellular,5,445,3,0,missing,no,0,0,0,1,0,,1292.0,148.33333333333334,1,8,q3,51-65,very_high,2_to_3,0.5454545454545454,0.1079930274363118,0.13333333333333333,0.09048393655957707,0.03225806451612903,0.0,0.07468754014719108,0.03016131218652569
49.0,admin.,married,secondary,no,381,no,no,cellular,5,504,2,0,missing,no,0,0,0,1,0,,190.5,252.0,0,8,q3,36-50,medium,2_to_3,0.4025974025974026,0.07626241533964011,0.13333333333333333,0.1024806832045547,0.016129032258064516,0.0,0.06457962449758659,0.05124034160227735
39.0,management,married,tertiary,no,13021,no,no,cellular,5,425,2,0,missing,no,0,0,0,1,0,,6510.5,212.5,0,8,q3,36-50,very_high,2_to_3,0.2727272727272727,0.19101919270786047,0.13333333333333333,0.08641724278161854,0.016129032258064516,0.0,0.12257510965918476,0.04320862139080927
54.0,technician,single,secondary,no,224,no,no,cellular,5,134,2,0,missing,no,0,0,0,1,0,,112.0,67.0,0,8,q3,51-65,medium,2_to_3,0.4675324675324675,0.07483703448150636,0.13333333333333333,0.027246848312322082,0.016129032258064516,0.0,0.06385926918347495,0.013623424156161041
34.0,technician,married,tertiary,no,482,no,no,cellular,5,56,2,0,missing,no,0,0,0,1,0,,241.0,28.0,0,8,q3,26-35,high,2_to_3,0.2077922077922078,0.07717938009550959,0.13333333333333333,0.011386742578283855,0.016129032258064516,0.0,0.06504303778883036,0.0056933712891419274
39.0,management,married,tertiary,no,8195,no,no,cellular,5,121,3,0,missing,no,0,0,0,1,0,,2731.6666666666665,40.333333333333336,0,8,q3,36-50,very_high,2_to_3,0.2727272727272727,0.14720461932344342,0.13333333333333333,0.024603497356649046,0.03225806451612903,0.0,0.08789864248964584,0.008201165785549682
54.0,management,married,tertiary,no,0,no,no,cellular,5,214,3,0,missing,no,0,0,0,1,0,,0.0,71.33333333333333,0,8,q3,51-65,low,2_to_3,0.4675324675324675,0.07280337007244929,0.13333333333333333,0.04351362342415616,0.03225806451612903,0.0,0.0628315010920036,0.014504541141385385
53.0,management,married,tertiary,no,1343,no,no,cellular,5,129,4,0,missing,no,0,0,0,1,0,,335.75,32.25,0,8,q3,51-65,high,4_to_6,0.45454545454545453,0.08499627766782271,0.13333333333333333,0.026230174867832454,0.04838709677419355,0.0,0.0659125112412135,0.006557543716958113
49.0,technician,married,secondary,no,195,no,no,cellular,5,211,2,0,missing,no,0,0,0,1,0,,97.5,105.5,0,8,q3,36-50,medium,2_to_3,0.4025974025974026,0.07457374757140522,0.13333333333333333,0.04290361935746238,0.016129032258064516,0.0,0.06372620992163268,0.02145180967873119
51.0,services,married,secondary,no,434,no,no,missing,5,513,2,0,missing,no,0,0,0,1,0,,217.0,256.5,0,8,q3,51-65,medium,2_to_3,0.42857142857142855,0.07674359486499736,0.13333333333333333,0.10431069540463603,0.016129032258064516,0.0,0.06482280176922936,0.052155347702318014
58.0,technician,married,tertiary,no,332,no,no,cellular,5,371,3,0,missing,no,0,0,0,1,0,,110.66666666666667,123.66666666666667,0,8,q3,51-65,medium,2_to_3,0.5194805194805194,0.07581755125015888,0.13333333333333333,0.07543716958113054,0.03225806451612903,0.0,0.06384703384905269,0.02514572319371018
56.0,technician,divorced,secondary,no,146,yes,no,cellular,5,419,3,0,missing,yes,0,0,0,1,0,,48.666666666666664,139.66666666666666,1,8,q3,51-65,medium,2_to_3,0.4935064935064935,0.074128883481924,0.13333333333333333,0.085197234648231,0.03225806451612903,0.0,0.06327809079841674,0.028399078216076994
38.0,management,married,tertiary,no,950,no,no,cellular,5,210,2,0,missing,no,0,0,0,1,0,,475.0,105.0,0,8,q3,36-50,high,2_to_3,0.2597402597402597,0.08142828609300383,0.13333333333333333,0.04270028466856446,0.016129032258064516,0.0,0.06719033897994017,0.02135014233428223
48.0,technician,married,secondary,no,547,no,no,cellular,5,459,2,0,missing,no,0,0,0,1,0,,273.5,229.5,0,8,q3,36-50,high,2_to_3,0.38961038961038963,0.07776950592849491,0.13333333333333333,0.09333062220414803,0.016129032258064516,0.0,0.06534127406537339,0.04666531110207402
30.0,management,single,tertiary,no,552,yes,no,cellular,5,648,2,0,missing,no,0,0,0,1,0,,276.0,324.0,1,8,q3,26-35,high,2_to_3,0.15584415584415584,0.07781490022333994,0.13333333333333333,0.13176087840585604,0.016129032258064516,0.0,0.06536421531741517,0.06588043920292802
35.0,technician,married,tertiary,no,489,no,no,cellular,5,592,2,0,missing,no,0,0,0,1,0,,244.5,296.0,0,8,q3,26-35,high,2_to_3,0.22077922077922077,0.07724293210829263,0.13333333333333333,0.12037413582757218,0.016129032258064516,0.0,0.06507515554168884,0.06018706791378609
48.0,management,married,tertiary,no,770,no,yes,cellular,5,263,2,0,missing,no,0,0,0,1,0,,385.0,131.5,1,8,q3,36-50,high,2_to_3,0.38961038961038963,0.07979409147858298,0.13333333333333333,0.053477023180154536,0.016129032258064516,0.0,0.0663644539064364,0.026738511590077268
35.0,management,divorced,tertiary,no,473,no,yes,cellular,5,37,2,0,missing,no,0,0,0,1,0,,236.5,18.5,1,8,q3,26-35,high,2_to_3,0.22077922077922077,0.07709767036478855,0.13333333333333333,0.0075233834892232615,0.016129032258064516,0.0,0.06500174353515517,0.0037616917446116308
33.0,technician,divorced,secondary,no,488,no,no,cellular,5,332,2,0,missing,no,0,0,0,1,0,,244.0,166.0,0,8,q3,26-35,high,2_to_3,0.19480519480519481,0.07723385324932362,0.13333333333333333,0.06750711671411143,0.016129032258064516,0.0,0.0650705672912805,0.033753558357055714
58.0,technician,divorced,secondary,no,-123,no,no,cellular,5,131,2,0,missing,no,0,0,0,1,0,,-61.5,65.5,0,8,q3,51-65,low,2_to_3,0.5194805194805194,0.0716866704192617,0.13333333333333333,0.026636844245628306,0.016129032258064516,0.0,0.06226714629177602,0.013318422122814153
46.0,technician,married,secondary,no,940,no,no,cellular,5,1227,2,0,missing,yes,0,0,0,1,0,,470.0,613.5,0,8,q3,36-50,high,2_to_3,0.36363636363636365,0.08133749750331379,0.13333333333333333,0.24949166327775518,0.016129032258064516,0.0,0.06714445647585662,0.12474583163887759
49.0,services,married,primary,no,468,no,no,cellular,5,608,2,0,missing,no,0,0,0,1,0,,234.0,304.0,0,8,q3,36-50,high,2_to_3,0.4025974025974026,0.07705227606994353,0.13333333333333333,0.123627490849939,0.016129032258064516,0.0,0.06497880228311341,0.0618137454249695
50.0,services,married,secondary,no,486,yes,no,cellular,5,203,2,0,missing,no,0,0,0,1,0,,243.0,101.5,1,8,q3,36-50,high,2_to_3,0.4155844155844156,0.07721569553138562,0.13333333333333333,0.041276941846278975,0.016129032258064516,0.0,0.06506139079046377,0.020638470923139488
33.0,technician,married,tertiary,no,2728,no,no,cellular,5,295,2,0,missing,no,0,0,0,1,0,,1364.0,147.5,0,8,q3,26-35,very_high,2_to_3,0.19480519480519481,0.09757049733989433,0.13333333333333333,0.05998373322488817,0.016129032258064516,0.0,0.07534824820599409,0.029991866612444084
51.0,management,divorced,tertiary,no,1028,no,no,cellular,5,178,4,0,missing,no,0,0,0,1,0,,257.0,44.5,0,8,q3,51-65,high,4_to_6,0.42857142857142855,0.08213643709258621,0.13333333333333333,0.036193574623830826,0.04838709677419355,0.0,0.0651898618018977,0.009048393655957707
31.0,management,single,tertiary,no,1377,no,no,cellular,5,371,2,0,missing,no,0,0,0,1,0,,688.5,185.5,0,8,q3,26-35,high,2_to_3,0.16883116883116883,0.08530495887276887,0.13333333333333333,0.07543716958113054,0.016129032258064516,0.0,0.06914952190430745,0.03771858479056527
57.0,retired,married,primary,no,0,no,no,cellular,5,147,2,0,missing,no,0,0,0,1,0,,0.0,73.5,0,8,q3,51-65,low,2_to_3,0.5064935064935064,0.07280337007244929,0.13333333333333333,0.02989019926799512,0.016129032258064516,0.0,0.0628315010920036,0.01494509963399756
50.0,services,married,secondary,no,37,no,no,cellular,5,307,4,0,missing,no,0,1,0,1,0,,9.25,76.75,0,8,q3,36-50,low,4_to_6,0.4155844155844156,0.07313928785430247,0.13333333333333333,0.06242374949166328,0.04838709677419355,0.0,0.06291638372455816,0.01560593737291582
34.0,technician,married,tertiary,no,218,no,no,cellular,5,109,2,0,missing,no,0,0,0,1,0,,109.0,54.5,0,8,q3,26-35,medium,2_to_3,0.2077922077922078,0.07478256132769233,0.13333333333333333,0.022163481089873933,0.016129032258064516,0.0,0.06383173968102483,0.011081740544936967
53.0,admin.,married,secondary,no,1373,no,no,cellular,5,78,2,0,missing,no,0,0,0,1,0,,686.5,39.0,0,8,q3,51-65,high,2_to_3,0.45454545454545453,0.08526864343689285,0.13333333333333333,0.015860105734038225,0.016129032258064516,0.0,0.06913116890267403,0.007930052867019113
30.0,management,single,tertiary,no,1571,no,no,cellular,5,996,2,0,missing,no,0,0,0,1,0,,785.5,498.0,0,8,q3,26-35,very_high,2_to_3,0.15584415584415584,0.08706625751275579,0.13333333333333333,0.20252135014233427,0.016129032258064516,0.0,0.07003964248352818,0.10126067507116714
31.0,self-employed,single,tertiary,no,84,no,no,cellular,6,157,4,0,missing,no,0,0,0,1,0,,21.0,39.25,0,8,q3,26-35,medium,4_to_6,0.16883116883116883,0.0735659942258457,0.16666666666666666,0.03192354615697438,0.04838709677419355,0.0,0.06302420760915448,0.007980886539243595
42.0,management,married,tertiary,no,223,no,no,cellular,6,92,6,0,missing,no,0,0,0,1,0,,37.166666666666664,15.333333333333334,0,8,q3,36-50,medium,4_to_6,0.3116883116883117,0.07482795562253736,0.16666666666666666,0.01870679137860919,0.08064516129032258,0.0,0.0631725610390246,0.0031177985631015317
52.0,management,married,tertiary,no,499,no,no,cellular,6,115,4,0,missing,no,0,0,0,1,0,,124.75,28.75,0,8,q3,51-65,high,4_to_6,0.44155844155844154,0.07733372069798268,0.16666666666666666,0.02338348922326149,0.04838709677419355,0.0,0.063976269568888,0.005845872305815372
57.0,retired,married,secondary,no,1230,no,no,cellular,6,78,4,0,missing,no,0,0,0,1,0,,307.5,19.5,0,8,q3,51-65,high,4_to_6,0.5064935064935064,0.08397036660432516,0.16666666666666666,0.015860105734038225,0.04838709677419355,0.0,0.06565327509314148,0.003965026433509556
31.0,technician,married,secondary,no,7,no,no,telephone,6,116,6,0,missing,no,0,0,0,1,0,,1.1666666666666667,19.333333333333332,0,8,q3,26-35,low,4_to_6,0.16883116883116883,0.07286692208523232,0.16666666666666666,0.023586823912159414,0.08064516129032258,0.0,0.06284220700962309,0.003931137318693235
